ASIN,商品名（簡潔）,カテゴリ,価格(JPY),元価格(JPY),星評価,レビュー数,月間販売数,型番,在庫,商品URL,メイン画像,元タイトル
B0D2QYR9YJ,スマホホルダー MagSafe,スマホアクセサリー,2099,2800,3.6,200,,45378,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0D2QYR9YJ,https://m.media-amazon.com/images/I/61CNWnjNSyL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Magsafe Compatible Smartphone Stand, Foldable 360-Degree Rotatable Magsafe Stand, Magnetic Desktop and Portable Stand, Aluminum Stand Compatible with iPhone 16/15/14/13/12 Pro Max/Pro/Plus/Mini"
B0CM6FSPY3,マウス ワイヤレス 4000DPI,マウス,2474,3299,3.9,2803,50+ bought in past month,25444,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0CM6FSPY3,https://m.media-amazon.com/images/I/51e9Of19LnL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Wireless Mouse Vertical Quiet Bluetooth 5.0 Wireless 2.4GHz 6 Buttons 1000/1600/2000/4000 DPI Anti Mouse Arm Ergonomic Design for PC, Laptop, Tablet and More (Black)"
B0D2Q5XJY9,USB-Cハブ 6-in-1 100W,USBハブ・ドック,4259,,4.2,2676,,35998,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0D2Q5XJY9,https://m.media-amazon.com/images/I/71grEUrxQIL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Uno 6 in 1 100W PD Fast Charging 10Gbps 4K@60Hz USB-C Hub USB 3.0 Hub HDMI Output USB-C & USB-A High-Speed Data Transfer Compatible with MacBook Pro/Air, iPad Pro, Surface, XPS, Thinkpad"
B0CY56KRCX,急速充電器 65W,充電器,3980,5380,4.4,5263,50+ bought in past month,CD361,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0CY56KRCX,https://m.media-amazon.com/images/I/51ZU5fSb9YL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Uno Charger, 65W Rapid Charger, USB-C x 2 and USB-A x 1, Supports PD/PPS/QC4+/SCP Standards, Compatible with MacBook Air/iPad Pro/iPhone 17-8 Series/Galaxy S24-S10 Series/Xperia Series/Pixel Series, PSE Certified, Pink"
B0D7B719XQ,USB-C ケーブル 100W,ケーブル,1724,2190,4.3,5747,,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0D7B719XQ,https://m.media-amazon.com/images/I/61XC0rfC98L._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Uno 100W USB C Cable iPhone Charging Cable PD3.0 100W/5A iPhone 17 16 Fast Charging LED Smile Visualization Funny Type-C USB C to C Cord Durable Compatible with iPhone Series, MacBook Pro"
B0DSCC5Y7C,ワイヤレス充電器 25W 2-in-1 MagSafe,ワイヤレス充電器,5130,6990,4.1,59,,W713,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0DSCC5Y7C,https://m.media-amazon.com/images/I/51SswKxqn-L._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Uno 25W Wireless Charger, Super Fast & Super Efficient Wireless Charging, MagSafe Compatible, Qi2 Certified [Rocket Type/2-in-1 & USB C Port Expansion], MagSafe Charger, Thermal Guard"
B0D1VJDTMC,USB-C ケーブル 240W,ケーブル,1699,,4.6,1863,,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0D1VJDTMC,https://m.media-amazon.com/images/I/7110en0J3rL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB C Cable, 240W PD3.1, Ultra Fast Charging, Type C, USB PPS2.0 Compatible, Built-in E-Marker Chip, High Durability Nylon Braided, 480 Mbps Data Transfer, Cable Tie Included, USB C to C Cable"
B0D1XSY7QR,SDカードリーダー Type-C,SDカードリーダー,1954,2299,4.6,798,,45167,Only 14 left in stock - order soon. Click here for details of availability.,https://www.amazon.co.jp/dp/B0D1XSY7QR,https://m.media-amazon.com/images/I/61WLVC9CxDL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN SD Card Reader, USB-C & USB 3.0 2-in-1 SD TF MS Multi-Card Reader, 4 Cards Simultaneously Read Write & Write Fast Transfer"
B0FPCYJ6K5,急速充電器 30W GaN,充電器,1584,1980,4.2,3993,500+ bought in past month,85265,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0FPCYJ6K5,https://m.media-amazon.com/images/I/41Qj4WJw1PL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN Charger Type-C 30W (2 x USB-C + 1 x USB-A) (PD 3.0 Compatible/30W Fast Charging/Compact) GaN Adapter Compatible with iPhone 17/16/15/14/13/iPad/Galaxy S25-S10/Google Pixel/AirPods and More (White)
B0FBWSP6CY,イヤホン Bluetooth ANC,イヤホン・ヘッドホン,2399,3099,3.9,5168,700+ bought in past month,WS209,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0FBWSP6CY,https://m.media-amazon.com/images/I/61vTuR1zlpL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Earcuff Earphones, Bluetooth 5.4, Hi-Fi Sound Quality, ENC, AI Calls, Noise Cancelling, Open Ear, Pinch-On, Fully Wireless, IPX5 Waterproof, 30 Hours Playback Time, Champagne Gold"
B09N94MZG9,USB-C ケーブル 100W,ケーブル,1097,1290,4.7,17589,500+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B09N94MZG9,https://m.media-amazon.com/images/I/71f6Kt9coBL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB Type C Cable PD Compatible 100W/5A Ultra Fast Charging USB C to USB C Disconnect Prevention, Compatible with Type-C Models such as iPhone 15, MacBook Pro, Matebook, iPad, Xperia, Galaxy and"
B07PLX7JLR,USB-C ケーブル 60W,ケーブル,943,1399,4.4,27486,500+ bought in past month,,In Stock Click here for details of availability. In Stock,https://www.amazon.co.jp/dp/B07PLX7JLR,https://m.media-amazon.com/images/I/61SVHsujluL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN USB Type C Cable 【PD Support 60W Fast Charging】USB C iPhone Charging Cable Type C USB Cable Reinforced Root Anti-Disconnect Compatible with iPhone 17/16/15 Series MacBook Pro/Air iPad Pro
B0F62PGJSM,USB-C ケーブル 240W 2m,ケーブル,1785,2680,4.6,1062,100+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0F62PGJSM,https://m.media-amazon.com/images/I/61a+hNOeT8L._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB C Cable, 240 W, High Output, LED Real-Time Display, iPhone Charging Cable, PD3.1, Fast Charging, Data Transfer, Type C, USB, iPhone 17/16/15, Fast Charging, MacBook Pro/Air, iPad Pro, Galaxy Pixel, Durable, Nylon Braided 6.6 ft (2 m)"
B07PLQ1XRZ,USB-C ケーブル 60W,ケーブル,999,1699,4.3,14138,300+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B07PLQ1XRZ,https://m.media-amazon.com/images/I/61Uc1zXpngL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB C Cable, L-Shape, Type-C, L-Type, PD, 60W/3A, Rapid Charging, Anti-disconnection, Nylon Braided, For Android Smartphones, iPhone 17/16/15 Series, MacBook/iPad/Galaxy/Google/HP/Switch/Drones"
B088FSR2CR,Lightning ケーブル 1m,ケーブル,1199,1399,4.4,3976,200+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B088FSR2CR,https://m.media-amazon.com/images/I/61xxVac4NPL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Lightning Cable, MFi-Certified, iPhone Charging Cable for Gaming, Compatible with iPhone 14, 13, 12, 11, iPad, Airpods, and Other Devices with Lightning Port, Gray, 3.3 ft (1 m)"
B0DZP21RXY,Thunderbolt 4 ドック 240W,USBハブ・ドック,1885,2488,4.6,1111,500+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0DZP21RXY,https://m.media-amazon.com/images/I/61W4O-HaBHL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN USB4 Cable 240W USB-C & USB-C Thunderbolt 4/3 Compatible PD3.1 Fast Charging 40Gbps Bi-Directional High-Speed Transfer 8K Video Output Multi-Function Type-C Cable with E-Marker Chip Built-in
B09NKSH5PH,USB-C ケーブル 100W,ケーブル,1048,1390,4.3,14671,500+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B09NKSH5PH,https://m.media-amazon.com/images/I/61DgZxJhEZL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB Type C Cable PD Compatible 100W/5A Ultra Fast Charging USB C to USB C, Break Prevention iPhone 17/16/15 Series, MacBook Pro, Matebook, iPad, Xperia, Galaxy and other Type-C Compatible"
B08XJPC2Y6,USB-C ケーブル 2m,ケーブル,999,1390,4.3,6467,500+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B08XJPC2Y6,https://m.media-amazon.com/images/I/61dOb3g+AxL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB 3.0 Type C Cable, Quick Charge 3.0, USB C Cable, Fast Charging, 5Gbps, Data Transfer, Nylon Braided, Heavy Duty, Compatible with iPhone 17 Series, Galaxy S21, S20, Flip Note 9T, Note 8, Xperia 10 II, PS5 and More 2M"
B08RMFTGHZ,USB-C ケーブル 0.5m,ケーブル,799,999,4.1,3106,50+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B08RMFTGHZ,https://m.media-amazon.com/images/I/710DUH9mb6L._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB Type C Cable, USB 3.0 Fast Charging, 90 Degree 5Gbps Data Transfer, Nylon Braided USB C Cable, Compatible with iPhone17/16/15 Series, Galaxy S22/S21/S20/S10, Sony, Xiaomi, Huawei, Pixel and Other Android Devices 0.5M"
B07PFP2D61,USB-C ケーブル 0.5m,ケーブル,792,990,4.3,5204,500+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B07PFP2D61,https://m.media-amazon.com/images/I/71ZLDiVTMHL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB Type C L-Shaped Cable 0.5 m QC3.0/2.0 Compatible Fast Charging Data Transfer Nylon Braid High Durability for iPhone 17/16/15 Series, Xperia XZ2, Galaxy S9, etc. for iPhone 17 Series"
B083PPG795,USB-C ケーブル 100W 2m,ケーブル,1049,1590,4.4,12891,1K+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B083PPG795,https://m.media-amazon.com/images/I/61mJ6a12VfL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB C Cable, L-Shape, 100 W, USB Type-C iPhone Charging Cable, L-Type, PD/PPS, Fast Charging, Data Transfer, Type C to C Cord, High Durability, iPhone 17/16/15 Series, Compatible with USB-C Devices such as MacBook/iPad/Galaxy/Pixel/Google/HP/Switch - 2M (Not Video Output Supported)"
B0DZP2S6F9,USB-C ケーブル 240W,ケーブル,1408,2180,4.4,1089,500+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0DZP2S6F9,https://m.media-amazon.com/images/I/71y-D-Ds0gL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB C Cable 240W USB3.2 Gen2 Type C PD3.1 Super Fast Charging 4K 60Hz Video Output 10Gbps High-Speed Transfer Charging Cable Type-C Compatible with iPhone 17/16 Pro Max, MacBook Pro 16/14, iPad"
B07ZD3K1TW,USB-C ケーブル,ケーブル,849,999,4.3,4551,200+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B07ZD3K1TW,https://m.media-amazon.com/images/I/61hXFKt7qTL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB Type C Cable, USB A to USB C Cable, Right Angle Nylon Braided, 3A Fast Charging, Quick Charge 3.0/2.0 Compatible, 56K Resistor Installed, Compatible with iPhone 17/Galaxy S24/Pixel/Google"
B086ZGYCLD,USB 延長ケーブル USB 3.0 1m,USB延長ケーブル,1012,1190,4.3,15024,500+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B086ZGYCLD,https://m.media-amazon.com/images/I/61k2QnV6HsL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN USB Extension Cable USB 3.0 5Gbps High Speed Data Transfer A-A Type Male to Female USB Extension Cord Nylon Braided Easy Handling 1.0M
B07VMMCLVC,USB-C ケーブル,ケーブル,783,,4.3,971,400+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B07VMMCLVC,https://m.media-amazon.com/images/I/71KRIcVVTaS._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Micro USB Cable, Rapid Charging, Android Cable, Fast Data Transfer, Nylon Braided, Compatible with Multiple Models, Charging Cord, Android Smartphones, Charging Cable, Micro USB Cable, 3.3 ft"
B00LM0U8MW,ケーブル,ケーブル,638,850,4.1,33172,500+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B00LM0U8MW,https://m.media-amazon.com/images/I/61y02QV2itL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN Audio Cable AUX Cable One Side L-Shaped Stereo Mini Plug AUX 3.5mm 3-Conductor Male-to-Male High Sound Quality Gold-Plated Plug High Durability 3.5mm Audio Cable Compatible with Headphones
B07PSHWSYB,USB-C ケーブル 2m,ケーブル,847,1299,4.3,13346,1K+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B07PSHWSYB,https://m.media-amazon.com/images/I/61KedUsdaiL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB Type C Cable, USB A to USB C Cable, Nylon Braided, 3A Rapid Charging, Quick Charge 3.0/2.0 Compatible, 56K Resistor, Compatible with iPhone 17, Galaxy S24, Pixel, Google, Xperia, LG and More (6.6 ft (2 m), Black"
B08R86PLCS,USB-C ケーブル 100W 2m,ケーブル,2079,2690,4.3,1095,500+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B08R86PLCS,https://m.media-amazon.com/images/I/71XM1Xviq2S._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN L-Shaped USB C Cable, Video Output (100W/5A Rapid Charging, USB 3.1, PD Compatible, 4K / 60Hz), Type C Cable, 5Gbps Data Cord, iPhone 17/16/15 Series, MacBook Pro, Air, iPad Pro, Galaxy S23, S22, and Other Type C Models (6.6 ft (2 m)"
B08M8ZMZ44,ケーブル,ケーブル,959,1099,4.1,10025,300+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B08M8ZMZ44,https://m.media-amazon.com/images/I/61LSHY4gVwL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN 3.5mm Audio Cable 4-Pole/TRRS Headphone 3.5mm Male to Male Stereo Mini Plug Earphone Cable Hi-Fi Sound Quality 24K Gold-Plated Plug Omnidirectional Compatible with Smartphone/PC/Monitor
B07925J6GY,HDMI ケーブル 2m,ケーブル,1614,1899,4.1,11825,1K+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B07925J6GY,https://m.media-amazon.com/images/I/71BUa5RCOlL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB Type C HDMI Conversion Cable, 2M, 4K@60Hz, USB C HDMI Converter, Unidirectional Communication, Only Supports USB-C Including DP Alt Mode, Thunderbolt 3/4, MacBook, Air, MacBook Pro, Galaxy, etc. 6.6 ft (2 m)"
B0DXDWJKP3,USB-C ケーブル 100W,ケーブル,1010,1290,4.5,805,100+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0DXDWJKP3,https://m.media-amazon.com/images/I/71QIYZFjMgL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN [100W] USB-C Cable, Minimalist Type, Textured Surface, Nylon Braid, Anti-Disconnect, Compatible with iPhone 17/16/15 Series, iPad, MacBook Pro, Galaxy, Xperia, and Other USB-C Devices, 3.3 ft"
B00P0E394U,USB-C ケーブル 2m,ケーブル,1084,1199,4,40398,100+ bought in past month,,In Stock Click here for details of availability. In Stock,https://www.amazon.co.jp/dp/B00P0E394U,https://m.media-amazon.com/images/I/61re-CsE57L._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN USB 3.0 Cable Type A Male to Male with Gold Plated Connectors Durable USB Cable Ends Male 2M
B0B4JQ87FJ,USB-C ケーブル 60W 5m,ケーブル,1980,3120,3.9,608,400+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0B4JQ87FJ,https://m.media-amazon.com/images/I/71lUpGTfRTL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN Link Cable 5 m Quest 1/2/VR Compatible L-shaped USB-C to USB-C Cable PD Compatible 60W/3A Fast Charging 5Gbps Data Transfer Type-C Device Compatible E-Marker VR Headset Compatible - 5 m
B082X5QY91,USB-C ケーブル 240W 1m,ケーブル,1974,2690,4.4,2520,300+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B082X5QY91,https://m.media-amazon.com/images/I/71+NSzzIB-L._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB C Cable, 240W/5A Type C Cable, USB 3.2 Gen 2 Compatible, 4K / 60Hz Video Output, 10Gbps, High Speed Transfer, Video Output, PD3.1 Rapid Charging, Type C Cord, Compatible with Various Types of iPhone 17, MacBook, iPad, Galaxy S24, 3.3 ft (1 m)"
B00ZKM3SHK,アンプ,オーディオ機器,1444,1699,4.3,11877,400+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B00ZKM3SHK,https://m.media-amazon.com/images/I/6194rKcKjHL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN 0.14 inch (3.5 mm) to 0.25 inch (6.35 mm) Audio Cable, Stereo Mini Plug, 0.25 inch (6.35 mm) 2 Distribution Cable, Male to Male, HIFI High Durability Nylon Braided, HIFI Sound Quality, 24K Gold Plated Connector, Suitable for Smartphones, PCs, CD Players, Speakers, Amplifiers, etc"
B0F62NW7DK,USB-C ケーブル 140W 2m,ケーブル,1832,2480,4.1,207,50+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0F62NW7DK,https://m.media-amazon.com/images/I/714Wj0C4jXL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN 140W 2-in-1 USB C Cable, Type C Dual Prong Charging Cable, PD3.1, Fast Charging, Supports 2 Devices Simultaneous Charging, E-Marker Chip, Durable Nylon Braided, Compatible with iPhone 17/16pro/MacBook Pro/Galaxy S25/iPad Pro/Switch, 6.6 ft (2 m)"
B0FJWVJSVF,USB-C ケーブル 240W 1m,ケーブル,1169,1590,4.2,146,100+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0FJWVJSVF,https://m.media-amazon.com/images/I/71H7v+V6ZPL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB C Cable, 240 W, USB-IF Certified, PD Fast Charging, Data Transfer, Compatible with MacBook Pro/Air, iPhone 17/16/15, Pro Max, iPad Pro/Air, 3.3 ft (1 m)"
B086ZHLW5T,ケーブル 1m,ケーブル,848,998,4.4,9986,200+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B086ZHLW5T,https://m.media-amazon.com/images/I/61wO0T8CzfL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Printer Cable 1m USB2.0 Type B Cable High Durability Nylon Braid Compatible with Canon/Epson/Brother/HP Printers, Scanners, Pianos, DACs, and Other USB (B Type) Devices"
B088GQM9CV,スマホホルダー,スマホアクセサリー,1104,1699,4.5,5804,500+ bought in past month,,In Stock Click here for details of availability. In Stock,https://www.amazon.co.jp/dp/B088GQM9CV,https://m.media-amazon.com/images/I/617yqEpnZlL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Gaming 8K Displayport Cable, DP1.4 Standard, VESA Certified, DisplayPort Cable, HDR Compatible, 8K@60HZ/4K@144Hz/2K@240Hz, 32.4Gbps, High Speed DP Cable, Nylon Braided, PC, TV, PS4, PS3"
B0BFZNY7NB,USB-C ケーブル 100W 1m,ケーブル,849,899,4.3,1668,100+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0BFZNY7NB,https://m.media-amazon.com/images/I/51nwlh6DGZL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB Type C Cable, USB C to USB C [PD 100W/5A Ultra Fast Charging] Type C Cable, E-Marker Chip, 480 Mbps Data Transfer, Compatible with Various USB C Types (iPhone 15/Galaxy S24/Mac Book/iPad Pro/Xperia), Black, 3.3 ft (1 m)"
B0FZG6YF5W,USB-C ケーブル 100W 1m,ケーブル,879,1099,4.7,56,200+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0FZG6YF5W,https://m.media-amazon.com/images/I/61-7HyDS6QL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN 100W USB C Cable, 1M PD3.0 Fast Charging Type C iPhone Charging Cable USB C to C Data Transfer Sync for iPhone 17/16 Pro Max, iPad mini/Pro/Air, MacBook Pro/Air, Galaxy S25 Ultra/S24 and More C"
B0GJFD4QN7,USB-C ケーブル 100W,ケーブル,879,1099,4.7,56,50+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0GJFD4QN7,https://m.media-amazon.com/images/I/61IYEyP8DeL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Air USB C Cable, 100W/5A, PD3.0, Ultra Fast Charging, Type C, iPhone Charging Cable, iPad, Macbook, Android Devices, Equipped with E-Marker Chip, Data Transfer, Sync, USB Type-C Fast Charging"
B086ZGKYH8,キーボード,キーボード,1103,1299,4.5,11371,500+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B086ZGKYH8,https://m.media-amazon.com/images/I/619yXna8GRL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB B to C Printer Cable, USB Cable, Type-C to Type-B Cable, High Durability, for Audio DAC, Mixer, MIDI Keyboard, Electronic Piano, DJ Controller, Printer, Scanner, Fax Machine, 6.6 ft (2 m)"
B0CFFCR781,HDMI ケーブル 1m,ケーブル,959,1199,4.4,13039,500+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0CFFCR781,https://m.media-amazon.com/images/I/71zjZ-AM8ZL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN 8K 60Hz HDMI Cable HDMI 2.1 Ultra High Speed Certified Ultra High Speed 48Gbps 10K 8K 4K UHD Dynamic HDR eARC 3D Supports Ethernet, Aluminum Alloy and Nylon Braided Material 1M"
